"gender","race","age","income","education","stratum","strata_n","mB_fit","mB_upr","mB_lwr","mBprob_fit","mBprob_upr","mBprob_lwr","mBmF","obesity_mean","rankprob"
"woman","brown","young","Imid","Elow","womanbrownyoungImidElow",50,-1.41350264956293,-1.00949755326499,-1.77111322600765,0.194034698968107,0.270754952254133,0.145127642387056,0.197026143978021,24,59
"woman","brown","young","Imid","Emid","womanbrownyoungImidEmid",672,-1.59691687191326,-1.374273930944,-1.80732777490368,0.169472591483468,0.202403493236712,0.140646749366951,0.169069851623939,16.6666666666667,32
"woman","brown","young","Imid","Ehigh","womanbrownyoungImidEhigh",596,-1.66685798969463,-1.43601293822262,-1.91969242306671,0.157265841826415,0.192879235992241,0.128474252912464,0.157901157353091,15.6040268456376,18
"woman","brown","young","Ihigh","Emid","womanbrownyoungIhighEmid",34,-1.75199620746356,-1.32076801055587,-2.1947261525421,0.147415349977927,0.208217211167564,0.101116067434047,0.147195453408188,5.88235294117647,12
"woman","brown","young","Ihigh","Ehigh","womanbrownyoungIhighEhigh",203,-1.91523865202782,-1.60034151615547,-2.23251562731236,0.128317810197383,0.17223586906468,0.0956632514460943,0.128398713370237,10.8374384236453,4
"woman","brown","mid","Ilow","Elow","womanbrownmidIlowElow",1872,-0.848763874353667,-0.686358510312379,-1.01619007621825,0.29740192289416,0.334380481412592,0.265225047270183,0.297767281028766,30.0747863247863,157
"woman","brown","mid","Ilow","Emid","womanbrownmidIlowEmid",2190,-1.0350161637314,-0.885427879322114,-1.20339772245426,0.260543220463436,0.294215855504713,0.23109430104017,0.260348276094886,26.1187214611872,128
"woman","brown","mid","Ilow","Ehigh","womanbrownmidIlowEhigh",404,-1.00268063647518,-0.773683818598176,-1.22999656181074,0.268956820324571,0.316387142623194,0.22268059845361,0.267830436964194,27.970297029703,140
"woman","brown","mid","Imid","Elow","womanbrownmidImidElow",248,-0.860552781034357,-0.594888371766722,-1.13312018101153,0.29668800312705,0.353235739471237,0.248302758741323,0.294847162025659,31.0483870967742,156
"woman","brown","mid","Imid","Emid","womanbrownmidImidEmid",787,-1.25439506238892,-1.06268678238205,-1.46421031897216,0.220436911255506,0.259376855842984,0.190048877489484,0.219955757284483,21.4739517153748,78
"woman","brown","mid","Imid","Ehigh","womanbrownmidImidEhigh",653,-1.37548200644305,-1.13534499078742,-1.58848225987396,0.201627068517384,0.234200759387657,0.16739952573685,0.201010805851107,19.4486983154671,62
"woman","brown","mid","Ihigh","Elow","womanbrownmidIhighElow",11,-1.11503112685455,-0.649295891924221,-1.54547890776376,0.247503799579215,0.349451401535196,0.17217952347708,0.250248348382865,36.3636363636364,114
"woman","brown","mid","Ihigh","Emid","womanbrownmidIhighEmid",56,-1.33683512746186,-0.947070152847843,-1.71685027693686,0.209744319951566,0.278371408540434,0.149902171305053,0.207665002045724,14.2857142857143,69
"woman","brown","mid","Ihigh","Ehigh","womanbrownmidIhighEhigh",274,-1.57664015068082,-1.29380870699694,-1.87236953188924,0.169366466552082,0.212547941844366,0.134049248783899,0.169782062912774,14.5985401459854,30
"woman","brown","old","Ilow","Elow","womanbrownoldIlowElow",2675,-1.01998978525703,-0.85184768878746,-1.16977489442482,0.263944470309134,0.297058467825806,0.234397763779376,0.264792024446011,26.5794392523364,132
"woman","brown","old","Ilow","Emid","womanbrownoldIlowEmid",998,-1.08824038585545,-0.907538137406505,-1.27409802050069,0.253483831479146,0.293647351360584,0.217945542655588,0.253018906331948,25.4509018036072,119
"woman","brown","old","Ilow","Ehigh","womanbrownoldIlowEhigh",126,-1.24158776209073,-0.882321459552866,-1.56040777582,0.227387411168369,0.288371099555521,0.17280992374249,0.225562684135538,23.015873015873,92
"woman","brown","old","Imid","Elow","womanbrownoldImidElow",838,-1.00113682590381,-0.809157865621376,-1.20222519829141,0.268270316932631,0.306748066981532,0.232894622301778,0.268865756565451,27.0883054892601,139
"woman","brown","old","Imid","Emid","womanbrownoldImidEmid",899,-1.08130985055884,-0.891175854724088,-1.2599886242679,0.254483619659786,0.292301153338553,0.219502303564776,0.254473780612436,25.4727474972191,120
"woman","brown","old","Imid","Ehigh","womanbrownoldImidEhigh",401,-1.19614155427469,-0.953620955422763,-1.43151678510728,0.23282638619728,0.279985392037501,0.191575612445842,0.232116465202604,23.1920199501247,97
"woman","brown","old","Ihigh","Elow","womanbrownoldIhighElow",42,-1.14266764854766,-0.706824797750405,-1.5520956563675,0.242575782516182,0.319146814344698,0.176255012086322,0.242405856854904,26.1904761904762,106
"woman","brown","old","Ihigh","Emid","womanbrownoldIhighEmid",149,-1.24963086842725,-0.904045165231506,-1.60123081933152,0.224003266541226,0.287657882002723,0.173278959113035,0.223431494758772,21.4765100671141,84
"woman","brown","old","Ihigh","Ehigh","womanbrownoldIhighEhigh",332,-1.16307792050052,-0.892069113450297,-1.42232011382125,0.237241636196151,0.28331744484079,0.192299483329239,0.236709550851486,24.3975903614458,102
